tconst,tmdb_id,title,primaryTitle,genres,averageRating,numVotes
tt2508618,471925,I Screamed When I Knew What You Did in Friday the 13th of Last Summer Part 2 - I Saw the Hour of the Return of the Revenge in Halloween,Entrei em Pânico ao Saber o que Vocês Fizeram na Sexta-feira 13 do Verão Passado Parte 2 - A Hora da Volta da Vingança dos Jogos Mortais de Halloween,"Comedy, Horror",6.0,53.0
tt2511906,188541,Giant God Warrior Appears in Tokyo,Giant God Warrior Appears in Tokyo,,6.6,712.0
tt2513320,250505,Vesuvius,Vesuvius,,6.7,51.0
tt25153888,1135408,The Girl Who Killed Her Parents: The Confession,The Girl Who Killed Her Parents: The Confession,"Crime, Drama",6.2,1028.0
tt25177786,1244101,Flesh Eaters,Flesh Eaters,Horror,3.9,43.0
tt2521236,332410,An Irish Exorcism,An Irish Exorcism,"Drama, Horror",4.5,138.0
tt2523960,223061,The Missouri Strain,The Missouri Strain,,6.9,9.0
tt2529940,494703,Convention of the Dead,Convention of the Dead,"Action, Comedy, Horror",6.0,22.0
tt25308170,1059008,Zaara,Zaara,Horror,5.7,23.0
tt2531084,884996,The Holy Sound,The Holy Sound,"Drama, Horror",7.2,14.0
tt25384570,1102905,Robot Dracula,Robot Dracula,Horror,,
tt2538652,792615,The Parkway Hauntings,The Parkway Hauntings,Horror,,
tt25402534,1444766,IURIMA – A Tale of Three Fishermen,IURIMA – A Tale of Three Fishermen,,6.2,24.0
tt2542616,221437,Miss ZOMBIE,Miss Zombie,Horror,6.2,836.0
tt25555950,1379057,To Whoever Finds This,To Whoever Finds This,,,
tt25584410,1433015,Ghosts in the Graveyard: Pure Pandemonium,Ghosts in the Graveyard: Pure Pandemonium,Documentary,6.5,22.0
tt25604218,1619452,I'm Ready,I'm Ready,,,
tt25623916,1042967,Knock,Katok,Horror,3.2,181.0
tt2565244,1112875,Jitsuroku!! Riaru Kyōfu DX,Jitsuroku!! Riaru Kyōfu DX,,,
tt2565978,326051,Terror Telly,Terror Telly,"Comedy, Horror",5.4,45.0
tt2567236,471901,D.R.,D.R.,,5.5,21.0
tt2567770,211796,The Last Time I Saw Richard,The Last Time I Saw Richard,,6.9,965.0
tt2569162,926054,Love of the Dead,Love of the Dead,,6.8,17.0
tt25809370,1028909,Two-faced Killer: A Modern Thriller,Two-faced Killer: A Modern Thriller,,,
tt25816002,1451338,On the road,On the road,,,
tt25829568,1590690,The Silhouette,The Silhouette,,,
tt2590506,211865,The Hunt,The Hunt,,6.2,37.0
tt25969212,1124914,Jack and Jill 3,Jack and Jill 3,Horror,2.5,227.0
tt2597216,163433,Not Very Normal Activities,Pas très normales activités,Comedy,3.7,407.0
tt2606614,292636,A Cry from Within,A Cry from Within,"Horror, Mystery, Thriller",3.5,487.0
tt2616454,7178,Deadly Obsession,Deadly Obsession,Thriller,3.8,13.0
tt2619682,972617,La Bamba 2: Hell Is a Drag,La Bamba 2: Hell Is a Drag,"Comedy, Horror, Sci-Fi",5.1,54.0
tt2630828,341057,I Told You Not to Call the Police,I Told You Not to Call the Police,,3.7,65.0
tt2631760,1267126,MR★Lady Assassin Group,Mr. Redii: Koroshiya shûdan,\N,,
tt26344367,1077751,Nightmare,Nightmare,,4.8,12.0
tt2634584,483095,St. Osmund's,St. Osmund's,"Drama, Horror, Thriller",3.4,143.0
tt26347570,1127083,Desa Mati The Movie,Desa Mati: The Movie,Horror,5.8,23.0
tt26422639,425267,The Vacancy,The Vacancy,,4.7,6.0
tt26441551,1419727,Wisteria,Wisteria,,,
tt26449326,1242691,Sewn with Scarlet Strings,Sewn with Scarlet Strings,,,
tt26449835,1080656,The Fear Already Exists (A Blood-Red Christmas),The Fear Already Exists (A Blood-Red Christmas),,4.3,10.0
tt26470386,1151950,Ecinni 4: Ecel,Ecinni 4: Ecel,Horror,5.1,17.0
tt2649366,195053,Punishment,Punishment,Thriller,2.9,97.0
tt26542515,1090546,Suvarna Sundari,Suvarna Sundari,"Drama, Fantasy, Thriller",6.8,1082.0
tt2654738,278682,The Addicted,The Addicted,Horror,2.3,163.0
tt26619873,1082783,The Inverts,The Inverts,,,
tt2662808,338896,The Curse of Doctor Wolffenstein,The Curse of Doctor Wolffenstein,Horror,4.2,144.0
tt2664456,249222,Oh My Ghost,Oh My Ghosts!,"Comedy, Fantasy, Horror",4.8,343.0
tt2664880,336884,Dark Woods II,Dark Woods II,Horror,5.0,3297.0
tt26654878,1124647,The Spirit Became Flesh,The Spirit Became Flesh,,6.6,37.0
tt26658104,1125311,Imaginary,Imaginary,"Horror, Mystery, Thriller",4.8,19779.0
tt26658948,1649192,Friday the 13th: Origin of Evil,Friday the 13th: Origin of Evil,,6.7,22.0
tt26680526,1257091,Krampuss,Krampuss,,8.2,29.0
tt26736843,1086747,The Watchers,The Watchers,"Fantasy, Horror, Mystery",5.7,69303.0
tt26754354,1091267,The Well,The Well,"Horror, Thriller",5.0,3194.0
tt26756698,1613790,The Safety Games,The Safety Games,,,
tt26765936,1038995,All is Lost,All is Lost,,5.8,32.0
tt2676710,178687,616: Paranormal Incident,616: Paranormal Incident,Horror,2.8,639.0
tt26856411,1232322,The Bleed,The Bleed,,3.9,22.0
tt26862592,1363284,The Lake Song,The Lake Song,,,
tt26899693,1091298,Attack of the Meth Gator,Attack of the Meth Gator,"Horror, Sci-Fi, Thriller",3.4,1018.0
tt26940543,1161084,Space Necronomicon,Space Necronomicon,Horror,4.9,14.0
tt26958570,1096443,Summoning the Spirit,Summoning the Spirit,"Drama, Horror, Mystery",5.0,1709.0
tt26999897,1014511,Sweet Sea,Sweet Sea,,,
tt27005524,1161097,Biters and Bleeders,Biters and Bleeders,,,
tt2700772,870809,Rough Waters,Rough Waters,,,
tt27010830,1318259,Chunks VI: The Next Generation,Chunks VI: The Next Generation,,,
tt27036477,1098335,Jurassic Shark 3: Seavenge,Jurassic Shark 3: Seavenge,"Action, Adventure, Comedy",1.9,304.0
tt27040794,1361740,Replicator,Replicator,"Horror, Sci-Fi",3.7,238.0
tt2705870,355579,Union Furnace,Union Furnace,"Horror, Thriller",5.5,125.0
tt27113304,1137863,The Dam,The Dam,,,
tt27126020,1136382,Moon Ghost,Moon Ghost,"Comedy, Horror, Sci-Fi",5.5,77.0
tt2712900,210093,Desire of the Innocent Blood,Desire of the Innocent Blood,,5.7,32.0
tt27130801,1102067,The Boulet Brothers' Halfway to Halloween TV Special,The Boulet Brothers' Halfway to Halloween TV Special,,5.6,239.0
tt27132260,1608703,Aemula,Aemula,,,
tt2714724,1656267,Zombie Run,Zombie Run,,7.8,31.0
tt27169855,1005989,And So It Was,And So It Was,,,
tt27182014,1425508,Revenge of the Bats: The Mill,Yarasalarin Istilasi: Degirmen,Horror,,
tt27184024,1127969,Thicker Than Blood,Thicker Than Blood,,,
tt27184179,1183661,High End Dying,High End Dying,,7.5,51.0
tt27196978,1074919,Abstraction Lethologica,Abstraction Lethologica,,,
tt27198746,1281392,Two Seconds Too Late,Two Seconds Too Late,,,
tt27202815,1119341,Irritación,Irritación,,,
tt27237839,1244652,Pesadilla,Pesadilla,Horror,6.2,60.0
tt27250956,1118273,Abducted,Abducted,Horror,5.4,44.0
tt27252160,1147473,The Old God!,The Old God!,,,
tt27272375,1213657,Kotoribako,Kotoribako,,,
tt2733060,130935,Maleficia,Maleficia,Horror,5.3,67.0
tt27351080,1116492,Dial,Dial,,,
tt2735524,235853,Isabel,Isabel,"Drama, Fantasy, Horror",3.8,31.0
tt27385656,1404639,Sea of Madness,Sea of Madness,"Comedy, Horror",5.6,43.0
tt27411059,1082058,Suzzanna: Kliwon Friday Night,Suzzanna: Kliwon Friday Night,"Drama, Fantasy, Horror",5.7,636.0
tt27423042,1177573,House Of Rooms,House of Rooms,Horror,4.3,85.0
tt27433938,1284643,Tales from Pandora's Box Vol. 1,Tales from Pandora's Box Vol. 1,Horror,4.9,14.0
tt27434554,1124509,Hostile Dimensions,Hostile Dimensions,"Horror, Sci-Fi",5.0,1263.0
tt27436793,1281755,Final Days: Tales from the End Times,Final Days: Tales from the End Times,Horror,5.0,463.0
tt27462905,1011878,Travels of Lord Mito Pt.7,Mito Kômon Man'yû-ki: Kairiki ruijin'en,\N,,
tt2747458,370125,Deadly Birthday Party,Deadly Birthday Party,Horror,4.7,215.0
tt27485616,1132766,The Last Amityville Movie,The Last Amityville Movie,Horror,5.6,65.0
tt27485854,1167056,In the Heat,In the Heat,,,
tt27489459,1001547,Bad Ben: Undead,Bad Ben 11: Undead,"Comedy, Horror, Sci-Fi",2.8,32.0
tt2749334,374697,A Ilha dos Cães,A Ilha dos Cães,"Adventure, Drama, Fantasy",5.5,97.0
tt27500319,1564458,Eulogy to Us,Eulogy to Us,Horror,,
tt27513205,1353771,Amityville Bloodbath,Amityville Bloodbath,,4.8,10.0
tt27514127,1284647,Tales from Pandora's Box Vol. 2,Tales from Pandora's Box Vol. II,Horror,3.4,74.0
tt27525906,1256464,Don't Eat Dead Fish,Don't Eat Dead Fish,,,
tt27526182,1107151,Kajiman: Iblis Terkejam Penagih Janji,Kajiman,Horror,5.6,127.0
tt27564844,1116201,Iron Lung,Iron Lung,"Horror, Sci-Fi",6.5,19669.0
tt27641020,1113549,In The Bath,In The Bath,,5.0,16.0
tt27645052,1184353,Juggernaut,Juggernaut,,7.7,37.0
tt27648652,1119719,Bhraanti An illusion,Bhraanti An illusion,,5.7,39.0
tt27673624,1193950,The Dollmaker,The Dollmaker,"Horror, Thriller",5.3,41.0
tt27683631,1121059,Electra,Electra,,7.1,267.0
tt2769814,354794,Torment,Torment,Thriller,4.7,137.0
tt27703758,1174200,Stupid Games,Stupid Games,"Horror, Mystery",4.1,511.0
tt27721737,1112466,The Balconettes,The Balconettes,"Comedy, Fantasy, Horror",5.7,2720.0
tt27739881,1278215,Road Kill,Road Kill,,7.8,8.0
tt27787900,1557206,Terror by Night,Terror by Night,,5.7,15.0
tt27788616,1242726,Lullaby,Lullaby,,6.6,17.0
tt27791972,1217585,Outbreak,Outbreak,"Horror, Mystery, Thriller",4.5,1839.0
tt27829732,1136089,Mansplained,Mansplained,Horror,4.0,34.0
tt2784512,254474,Zombeavers,Zombeavers,"Comedy, Horror",4.8,22896.0
tt2785110,1321234,The Epic of Detective Mandy: Book One - Satan Claus,The Epic of Detective Mandy: Book One - Satan Claus,"Adventure, Comedy, Horror",6.4,11.0
tt2786780,294334,House of the Witchdoctor,House of the Witchdoctor,"Crime, Horror, Thriller",4.2,630.0
tt27910724,1223664,Stitches,Stitches,"Animation, Comedy, Horror",6.7,25.0
tt27919758,1236037,Things Visible and Invisible,Things Visible and Invisible,,6.4,10.0
tt27942911,724963,Hawaiian Ghost Stories,Hawaiian Ghost Stories,Horror,4.0,11.0
tt2796462,295789,Headless,Headless,"Drama, Horror, Thriller",4.4,147.0
tt27972593,1138513,Kutukan Calon Arang,Kutukan Calon Arang,Horror,5.1,26.0
tt2800448,248557,Zombies Reborn,Endless Crime,"Horror, Sci-Fi",4.8,33.0
tt28015778,1212329,Tales from Pandora's Box Vol. 3,Tales from Pandora's Box 3,Horror,3.0,95.0
tt28022241,1427223,Unholy Song,Unholy Song,Horror,5.0,101.0
tt28074986,1543944,Dracula Revamped,Dracula Revamped,Drama,,
tt28079579,627430,Closed School,Closed School,Horror,5.1,98.0
tt28082291,1239771,Forget Me Not,Forget Me Not,,7.4,12.0
tt28082726,1233150,Custom,Custom,Horror,4.2,226.0
tt28129780,1073304,Smooth,Smooth,,6.4,8.0
tt2815776,251296,Vampire,Vampire,,5.8,60.0
tt28223679,1158249,Project Eerie,Project Eerie,Horror,4.4,517.0
tt2822960,1287482,Fire Worms,Fire Worms,Horror,2.7,36.0
tt28267770,1084107,A Grudge Video That You Shouldn't Watch: Curse Edition,A Grudge Video That You Shouldn't Watch: Curse Edition,,,
tt28267879,1080732,Honto ni Atta Noroi no Eizo: Urami,Honto ni Atta Noroi no Eizo: Urami,,,
tt28305773,1481943,Halloween Party,Halloween Party,,5.4,19.0
tt2832796,1157933,Better Off Inside,Better Off Inside,,,
tt28353176,1167983,Psychic Darkness Video 11,Shinrei Yami Douga 11,Horror,,
tt28374149,1050020,Psychic Darkness Video 44,Shinrei Yami Douga 44,Horror,,
tt28375613,1076692,Poundcake,Poundcake,"Comedy, Horror",7.4,24.0
tt2842938,550674,She Rises,She Rises,Horror,4.3,122.0
tt28439380,1208718,Bloody Frickin Mary,Bloody Frickin Mary,Horror,5.0,37.0
tt28448974,1674222,Death Academy 2,Death Academy 2,Horror,4.1,9.0
tt28450226,900314,One Last Bite,One Last Bite,,,
tt28481973,1224612,The Manson Sisters,The Manson Sisters,,,
tt28506632,1157237,Social Murders,Social Murders,,,
tt28516261,1158202,Neu Mirrors,Neu Mirrors,,7.1,17.0
tt28542216,1160473,In Your Hands,In Your Hands,,7.7,6.0
tt28608909,1300891,The Reign of Queen Ginnarra,The Reign of Queen Ginnarra,"Action, Adventure, Drama",5.3,71.0
tt28613398,1387716,Grim Reaper 3,Grim Reaper 3,Horror,4.5,25.0
tt28635769,1182789,Co-Haunting,Co-Haunting,,6.8,30.0
tt28663766,1504200,Unspeakable,Unspeakable,,,
tt28665498,1288349,Gu,Gu,\N,8.4,132.0
tt28686754,1181769,Apotemnofilia,Apotemnofilia,,6.3,43.0
tt2869762,254010,Panzer Chocolate,Panzer Chocolate,"Horror, Mystery",3.7,275.0
tt28698351,1173197,Revenge of the Empire of the Apes,Revenge of the Empire of the Apes,"Action, Horror, Sci-Fi",3.1,83.0
tt28703093,934812,Amulet,Amulet,Horror,6.2,40.0
tt2875968,640758,Skid Row,Skid Row,"Action, Crime, Horror",8.6,24.0
tt28768831,1211728,100 Candles Game: The Last Possession,The 100 Candles Game: The Last Possession,Horror,3.6,211.0
tt28774513,1358684,Watch Us Kill,Watch Us Kill,"Horror, Thriller",5.4,71.0
tt28776030,1188335,Akku,Akku,\N,6.4,97.0
tt28786970,1642617,TIRESIAS,TIRESIAS,"Horror, Sci-Fi",4.2,5.0
tt2878766,1247651,Raate Ke Andhere Mein,Raate Ke Andhere Mein,"Horror, Mystery, Thriller",,
tt28812839,1620244,Halfway,Halfway,,,
tt28818363,1147689,It Remains,It Remains,Horror,4.7,482.0
tt28820711,1419903,Akkad Bakkad Bambbe Bo Assi Nabbe Poore So,Akkad Bakkad Bambbe Bo Assi Nabbe Poore So,,,
tt28857336,1205825,Pigilin Natin ang Dilim,Pigilin natin ang dilim,"Horror, Thriller",,
tt2891228,326049,No mires ahí,No mires ahí,,6.4,64.0
tt29002105,1321173,A Blind Bargain,A Blind Bargain,"Drama, Fantasy, Horror",8.0,34.0
tt29011437,1276430,Cutting Fat,Cutting Fat,,,
tt29078505,1190888,2 Players Required,2 Players Required,,5.7,27.0
tt2909124,273509,Blood Widow,Blood Widow,Horror,3.0,1169.0
tt29103884,1122989,I Love Your Knife!,I Love Your Knife!,,,
tt29135379,1178873,Dragging Woman,Dragging Woman,,,
tt29172641,1187940,On the Wall,On the Wall,,,
tt2918332,747051,Silence,Silence,,5.5,8.0
tt2918436,243940,The Lazarus Effect,The Lazarus Effect,"Horror, Mystery, Sci-Fi",5.2,48668.0
tt29189684,1179635,Family Tree,Family Tree,,,
tt2922322,200443,Lust in Hell II - Farewells,Lust in Hell II - Farewells,,3.9,52.0
tt29227929,123367,Girls College Terror,Girls College Terror,,,
tt2923088,397514,The Windmill Massacre,The Windmill,"Drama, Horror",4.9,5171.0
tt29251699,1194283,Honto ni Atta: Toko Yami Eizo 3,Honto ni Atta: Toko Yami Eizo 3,,,
tt29252629,1194332,Honto ni Atta: Toko Yami Eizo - DEEP 4,Honto ni Atta: Toko Yami Eizo - DEEP 4,,,
tt2926810,193726,ABCs of Death 2,ABCs of Death 2,"Comedy, Fantasy, Horror",5.4,9626.0
tt2927582,481369,Dead Ringer,Dead Ringer,"Horror, Thriller",5.3,26.0
tt29291452,1191902,Disco Inferno,Disco Inferno,,3.7,1138.0
tt2929652,347752,Road Games,Road Games,"Drama, Horror, Mystery",5.3,4040.0
tt29298257,1140136,Death Stench - Tsugunohi Story,Death Stench - Tsugunohi Story,Horror,,
tt2931376,464001,The Wake,The Wake,Horror,2.7,1517.0
tt2932532,416119,Blood Trap,Bite,"Comedy, Crime, Horror",3.8,494.0
tt29341214,1188663,Procura-se jovem menina para...,Procura-se jovem menina para...,,,
tt29372870,1443900,Cupid,Cupid,,,
tt2937366,346671,Little Evil,Little Evil,"Comedy, Fantasy, Horror",5.7,24974.0
tt2942728,513182,El misterio de Vera Drudi,El misterio de Vera Drudi,Horror,,
tt29428946,416399,Devil's Body,Devil's Body,,,
tt29432622,1259321,Angustias,Angustias,,,
tt29438263,1188859,The Island of Giant Insects - Live-Action PV,The Island of Giant Insects - Live-Action PV,,,
tt2943990,369868,Hellhounds,Hellhounds,"Adventure, Drama, Fantasy",6.9,50.0
tt2944090,453054,Paranoia,Paranoia,,,
tt29455128,1358999,Severance Mountain,Severance Mountain,Horror,5.1,34.0
tt29457439,1140243,Amityville Backpack,Amityville Backpack,,3.4,72.0
tt29467095,1277346,Out of Body,Out of Body,,,
tt29493773,1191297,My son,My son,,,
tt2950844,353940,Amberpark: The Beginning,Amberpark: the Movie,"Drama, Family, Thriller",4.6,12.0
tt29511037,1190923,Sharktopus,Sharktopus,"Action, Horror, Sci-Fi",5.7,50.0
tt2951616,458033,The Demonic Tapes,The Demonic Tapes,Horror,3.7,202.0
tt29516209,1230402,Burn Out,Burn Out,,,
tt29569017,1487394,Blood on the Bleachers,Blood on the Bleachers,Horror,3.8,317.0
tt29600551,1406266,Aigua seca,Aigua Seca,"Drama, Horror, Mystery",,
tt29601501,1201889,Una historia y a dormir: El mensajero,Una historia y a dormir: El mensajero,,,
tt29603609,1119237,How To Get Rid of a Ghost,How To Get Rid of a Ghost,,,
tt29605498,627556,Surrounded by Death,Surrounded by Death,,,
tt29606724,1622535,Sır Şeytanın Kurbanları,Sir Seytanin Kurbanlari,"Crime, Horror",3.3,10.0
tt29625386,1262669,Kapkapiii,Kapkapiii,"Comedy, Horror",5.9,3167.0
tt29650028,1560615,Jump Scare,Jump Scare,"Comedy, Horror",7.4,6.0
tt2966670,1379077,"Attack of the Psychedelic Zombies, Man!","Attack of the Psychedelic Zombies, Man!",Comedy,5.8,12.0
tt29705779,1287720,Black.White.Red.,Black.White.Red.,"Mystery, Thriller",7.9,27.0
tt29715701,1200353,Blooming,Blooming,,,
tt29721568,1292137,The Tomb of Nosferatu,The Tomb of Nosferatu,,8.8,30.0
tt2975776,551220,Fairfield,Fairfield,"Drama, Horror, Thriller",5.2,90.0
tt29763408,825751,Little Shop of Horrors,Little Shop of Horrors,"Comedy, Horror, Musical",,
tt29845247,1194963,Noise,Noise,"Drama, Horror, Thriller",5.7,1339.0
tt29870220,1259263,WHERE THE FUCK ARE YOUR TEETH?,WHERE THE FUCK ARE YOUR TEETH?,,,
tt29927832,1249026,Synthwave Horror: Dr. Jekyll and Mr. Hyde,Synthwave Horror: Dr. Jekyll and Mr. Hyde,Horror,,
tt29929271,1363027,A Mother's Love,A Mother's Love,Horror,,
tt29943172,1179684,Amsterdamned II,Amsterdamned II,"Action, Horror, Thriller",5.5,2082.0
tt2996302,300767,H7N3,H7N3,,8.0,10.0
tt30008211,1256472,Dalila's Salon,Dalila's Salon,,,
tt30008489,1267240,Crazy Wabbit,Crazy Wabbit 2023,Horror,2.1,14.0
tt30020955,1320333,Fright,Fright,Horror,6.3,89.0
tt3004380,372577,Midsummer Nightmares II: Summer's End,Midsummer Nightmares II: Summer's End,Horror,7.0,31.0
tt30106363,982573,The Damned,La damnée,"Drama, Horror",4.3,153.0
tt30128060,778521,Devil Boy: Welcome to Devil Land!!,Devil Boy: Welcome to Devil Land!!,,6.0,7.0
tt3019410,225011,If I Had a Heart,If I Had a Heart,,6.7,46.0
tt30249154,1361183,The Wolf 2,The Wolf 2,,6.6,9.0
tt3026660,283437,The Enjoyment of the Avacalho,The Enjoyment of Chaos,Horror,5.6,26.0
tt30268646,1356391,Dracula's Ex-Girlfriend,Dracula's Ex-Girlfriend,,4.9,227.0
tt3028144,596405,The Night Before Easter,The Night Before Easter,"Horror, Thriller",3.8,151.0
tt3028152,384114,The Chinese Whimsy,Zhong guo guai tan,Horror,5.0,11.0
tt30290848,1316291,Chateau,Chateau,"Horror, Thriller",4.1,352.0
tt30334528,1426427,Drawn,Drawn,,7.0,23.0
tt30386920,1250662,Méliès: Tales of Terror,Méliès: Tales of Terror,,4.8,15.0
tt3038808,514791,Shhhh,Shhhh,Horror,2.8,188.0
tt30391020,1252772,The Tobacconist,The Tobacconist,,,
tt3039378,220084,Zombie Fever,Zombie Fever,"Comedy, Horror",2.1,537.0
tt3039472,207680,Return to... Return to Nuke 'Em High aka Vol. 2,Return to Return to Nuke 'Em High Aka Vol. 2,"Action, Adventure, Comedy",5.4,2552.0
tt3039814,533259,Reptiloid,Reptiloid,,8.2,59.0
tt3040188,284248,Black Sugar,Black Sugar,,6.4,122.0
tt30421211,1217167,The Bleacher,The Bleacher,,6.8,40.0
tt30422726,1269908,Bigfoot: Grip of the Monster,Bigfoot: Grip of the Monster,Mystery,4.0,54.0
tt30505931,1220708,Çiğ: Ritüel,Çiğ: Ritüel,,,
tt30526126,1418806,Phil Herman's Unearthed,Phil Herman's Unearthed,Thriller,5.8,361.0
tt3056634,255848,Pluto and the Vessel,Pluto and the Vessel,,5.0,8.0
tt3061100,385377,Ballet of Blood,Ballet of Blood,"Drama, Horror, Thriller",2.6,333.0
tt3064338,543593,Mutant Blast,Mutant Blast,"Action, Comedy, Horror",5.6,5975.0
tt3070504,295181,The Dirty Sanchez,The Dirty Sanchez,,6.1,20.0
tt30749038,488784,Defilers,Profanadores,Action,,
tt30766096,1363662,Chow,Chow,,,
tt3077102,372800,Sisters of No Mercy,Sisters of No Mercy,"Action, Adventure, Comedy",,
tt30788476,1225911,The Vanishing of S.S. Willie,The Vanishing of S.S. Willie,,6.9,40.0
tt30803901,1327535,The Reflected Self,The Reflected Self,"Drama, Thriller",6.1,63.0
tt3080706,1382605,Obake Neko,Obake Neko,"Drama, Horror, Thriller",,
tt3081510,348173,The Bizarre Case of the Electric Cord Strangler,The Bizarre Case of the Electric Cord Strangler,,4.6,10.0
tt30833435,1264429,Temurun,Temurun,"Horror, Thriller",4.6,398.0
tt30835522,1242644,Bits,Bits,,8.3,9.0
tt30889136,1532818,Devil on Stalk,Devil on Stalk,,,
tt3089084,313710,A Date With Ghosts,A Date With Ghosts,,3.2,91.0
tt3089626,72434,Ghost Mother,Ghost Mother,"Horror, Thriller",5.5,106.0
tt3090950,212629,The Phantom of the Opera: Unmasking the Masterpiece,The Phantom of the Opera: Unmasking the Masterpiece,Documentary,9.2,16.0
tt3093626,1015309,The Barista,The Barista,,5.0,11.0
tt3097924,425938,I Am Nightmare,I Am Nightmare,"Action, Animation, Horror",6.8,70.0
tt3097934,326546,Cheeseballs,Cheeseballs,"Comedy, Fantasy, Horror",4.4,48.0
tt30981523,1282423,Jinn Chapter 1,Jinn Chapter 1,Horror,7.6,70.0
tt30984200,1292355,Franz,Franz,,8.0,19.0
tt30989112,1307154,Sinister Surgeon,Sinister Surgeon,"Mystery, Thriller",5.0,135.0
tt31023829,1548705,Death Wishes,Death Wishes,,5.4,7.0
tt31037538,1310704,Cin Köyü,Cin Köyü,Horror,1.6,18.0
tt3104930,278316,Da Sweet Blood of Jesus,Da Sweet Blood of Jesus,"Comedy, Drama, Horror",4.5,2106.0
tt31051446,1158709,Shark Exorcist 2: Unholy Waters,Shark Exorcist 2: Unholy Waters,Horror,1.9,188.0
tt31113814,1239852,Sis-Ter,Sis-Ter,,,
tt31115919,1192441,INTERLOPERS,Interlopers,Horror,4.2,181.0
tt3113386,423268,Where The Devil Dwells,Where the Devil Dwells,"Horror, Thriller",4.6,229.0
tt3113836,549214,Strange Nature,Strange Nature,"Drama, Horror, Mystery",4.4,877.0
