tconst,title,average_rating,num_votes
tt11626108,Immanence,3.8,1630
tt11628854,Silent Night,5.8,25358
tt11681616,The Presence,4.8,12
tt11681712,Insanity,2.8,110
tt11712308,Miniature,4.8,31
tt1172051,The Duct Tape Killer,3.3,38
tt1172059,Angel of Darkness 5,5.8,46
tt1176102,The Curse of Blanchard Hill,2.5,167
tt11770890,Skin,6.6,726
tt11779040,From the Woods to the Cosmos: John Leman Riley on the History of Soviet Fantasy and Sci-Fi Film,8.5,7
tt11821188,The Haunting of Malaga Inn,8.5,8
tt11826520,Mystery Spot,3.5,122
tt11840426,7 Minutes in Hell,5.3,56
tt11840988,Antidote,5.0,1868
tt11851548,Orphan: First Kill,5.9,53922
tt1185234,Caregiver,5.1,80
tt1185390,Zombie Hunter Rika,5.2,490
tt1185434,A Nocturne: Night of the Vampire,4.0,117
tt1186801,Greetings,3.9,106
tt11898604,Are You Still Here?,7.8,11
tt1190164,The Wall,4.8,14
tt1190183,Konsiyerto ng Kamatayan,6.6,12
tt11905962,Sputnik,6.4,30019
tt1194271,Against the Dark,3.1,5983
tt11951820,Stake Land: Jebediah,6.9,8
tt11957450,Stalker,5.6,851
tt11962916,Blood Mixed,7.4,19
tt11965610,Blood Cove 2: Return of the Skull,4.3,36
tt1196749,Refused,7.1,59
tt11968092,Devil in the Womb,6.3,92
tt11991030,Velma Dinkley: Final Girl,5.0,64
tt11995784,The Haunting of Pendle Hill,2.5,1358
tt1200073,The Passenger,7.0,384
tt1200271,Scorned,3.1,40
tt12019088,Piglady,2.7,421
tt1204966,Sensored,4.6,400
tt12055088,The Area 51 Incident,3.7,707
tt1205599,Pray.,4.4,99
tt1206082,The Dead Outside,4.1,1379
tt1207969,Pagsapit ng Dilim,7.6,16
tt1207994,Tanikalang dugo,7.5,12
tt12088964,Forced Entry,6.0,14
tt12137964,Anything for Jackson,6.3,13227
tt12142012,5G Zombies,1.4,675
tt12146654,Beneath the Surface,2.5,236
tt12149798,Petscop,8.5,382
tt1217248,The Damnation of Cain,5.7,29
tt12176712,The Hitchhiker,3.2,11
tt12182062,"Godzilla, the Monster of the Pacific Ocean",7.0,188
tt1223224,The Familiar,7.5,83
tt12280764,Red River Road,5.4,218
tt1229370,The Lost Treasure of the Grand Canyon,3.6,1689
tt1230206,Slaughter,4.5,2385
tt12317242,Legend of the Muse,4.9,139
tt1233549,Prombies,7.5,29
tt12337710,The Crying Boy,6.2,15
tt1235074,Son Of Sam,1.8,487
tt1235168,Redneck Carnage,5.0,39
tt12357496,Creature in the Dark,3.3,127
tt12362668,Behind Closed Doors,5.3,90
tt12371506,Escape the Night,9.0,12
tt1237926,Snuff: A Documentary About Killing on Camera,5.4,1165
tt12384178,Murder Manual,2.3,698
tt1242605,Blood Moon Rising,3.3,446
tt12431658,Reminiscent,8.7,11
tt1243955,The Shortcut,5.0,4386
tt1244093,Hisss,2.9,2011
tt1247693,Sister Mary,3.3,150
tt12477884,Clean,3.6,31
tt12492594,Raven,7.0,7
tt12496940,Náusea,7.6,5
tt12502702,Taste of Blood,3.9,54
tt1252468,Abracadaver!,4.9,30
tt12536776,Dark Forces,2.8,766
tt1254272,Ghost Under the Cold Moonlight,6.7,14
tt1258202,Long Pig,5.9,85
tt12582160,All My Friends Are Dead,4.5,94
tt1260052,Isle of the Damned,3.8,260
tt1261414,Penance,3.4,1284
tt1261415,Dismal,3.0,756
tt12628280,Bad Blood,3.1,181
tt12637946,Doctor Jekyll,4.6,661
tt1266637,Dead Shift,6.5,24
tt12682764,Memory Box,7.3,8
tt12688146,The Karening,8.8,5
tt12718510,Rough Cut,2.3,36
tt12739994,The 100 Candles Game,4.3,1613
tt12752880,Alien Vampire Busters,4.6,30
tt1275692,Kuheli,7.5,126
tt12775936,"As in Heaven, So on Earth",6.3,51
tt12777234,Şeytanın Kitabı,4.0,75
tt1278102,I'll Never Die Alone,4.7,955
tt12809624,The Cost of Living,8.6,16
tt12810074,Nightbitch,5.5,24402
tt12820150,Pandemonic,6.6,36
tt1283962,Fable: Teeth of Beasts,3.8,77
tt12845820,The Mad Shagger,4.8,10
tt1287346,Prisoners of a Nightmare,3.9,33
tt1287480,Fear Itself,4.1,45
tt1288506,Stagger,3.2,515
tt1289834,Re-Animator: 1942,4.1,84
tt12906784,Shark Season,2.7,1243
tt12942974,2011,5.6,20
tt1294998,Female Prisoner Ayaka: Bitch-Training Torment,6.1,55
tt1297275,Ghouls Gone Wild,5.6,24
tt1298721,The Telling,3.3,1728
tt1300583,Grave Mistake,3.1,286
tt13011756,XXX: Dark Web,5.9,63
tt13032902,Like a Dirty French Novel,4.9,21
tt1303721,The Green Monster,4.0,74
tt13046014,The Fright Before Christmas,3.2,214
tt1305112,Drive-In Horrorshow,4.2,301
tt13053618,Casting Kill,5.1,611
tt1305593,Scar Crow,3.4,173
tt1307858,All About Evil,6.1,2156
tt1308660,The Open Door,4.1,629
tt1310661,Problemat profesora Czelawy,6.0,43
tt1311082,The Pit and the Pendulum,2.8,515
tt13141936,Flee the Light,2.7,179
tt13142090,Conjure X,4.3,74
tt13155548,Killer Clowns,5.1,18
tt13160874,The Audition,3.9,67
tt13195436,Ghost Crew,4.9,122
tt1322270,Aurora,6.2,14
tt1322355,Psalm 21,4.4,1256
tt13233242,Rites,9.7,8
tt13235822,Umma,4.7,11642
tt13238670,The Family,5.0,238
tt1323933,Lost Tales From Camp Blood - Part 2,4.2,74
tt13243228,Don't Open Your Eyes,4.0,8
tt13254344,White Light,5.6,11
tt13261048,The Witch,8.4,84
tt1326755,Cromwell,6.0,27
tt1327709,Cyrus: Mind of a Serial Killer,4.6,1153
tt13281312,"Wrong Place, Wrong Time",3.0,1953
tt13284350,The Flower Tapes,4.8,85
tt13293528,8 Years,7.3,38
tt1330033,Woman from the Sea,6.4,54
tt13304086,The Unseen,2.9,719
tt1331105,The Longest Night,5.0,42
tt1331294,The Apostle,6.8,1010
tt1334508,3 Day Weekend,4.7,31
tt1336106,Slaughter Creek,3.0,269
tt1336601,The Pack,4.8,2366
tt1337510,The Unholy Order,6.5,123
tt13376140,YOLO: The Horror Movie,8.4,30
tt1339085,Face Eater,5.8,80
tt1339433,Dead End,7.1,29
tt13400482,Rust Belt Driller,4.5,35
tt1340586,Jack and Jill,4.7,15
tt13406086,Kappa Kappa Die,5.8,129
tt1341166,FilmeFobia,5.1,144
tt1343077,Alien Presence,2.7,168
tt1344306,C.R.Y. The Video Diary of Calvin Ray Young,6.2,17
tt13445492,River of Ghosts,2.8,315
tt1345512,Savage,6.4,813
tt13456342,Tales of the Bizarre: 2020 Fall Special,7.1,21
tt13460398,Fixation,7.8,97
tt13467594,Natasha Nighty’s Boudoir of Blood,4.4,37
tt13485948,Le Fantôme des Arcades,3.8,6
tt13491678,72 Hoorain,6.9,16474
tt13523166,What Happened at 625 River Road?,3.1,276
tt13529910,Spirit,4.4,35
tt13593486,Midnight in a Perfect World,4.8,99
tt13598626,Prom of the Dead,6.0,5
tt13598852,Decommissioned,6.4,435
tt13617580,Zalava,6.1,990
tt1361809,Arundhati,7.4,4023
tt13622884,Good Madam,5.2,549
tt1362485,Sacrifice: A Vampire Tale,6.7,18
tt13628806,Non-Cannibal Disco Killer Carnage-O-Rama,7.8,10
tt13660418,Shoky & Morthy: Last Big Thing,5.8,290
tt13667600,She Burns in Hell: Chapter 2,4.1,39
tt13684506,61: Scorecard Killer,5.0,14
tt1369664,Hantu Jamu Gendong,3.6,48
tt13757636,The Edge of the Shadows,5.1,192
tt1376266,Waiting Room,6.0,19
tt13779414,Frank,4.1,121
tt1379225,The Butterfly,5.1,444
tt13797216,Damon's Revenge,2.7,1908
tt1380954,Sonic: Night of the Werehog,6.7,414
tt1380993,Nightfall,3.2,94
tt13845438,Naane Varuvean,6.1,5862
tt1385977,Scream Queen,6.9,30
tt13869412,The Magpie,6.8,13
tt13899250,Bloodline Killer,4.0,5506
tt1390399,The Burnt House,4.9,103
tt1391052,Dirt Dauber,6.8,55
tt13947858,Holy Shit!,5.8,909
tt13977112,One for the Road,5.1,15
tt1398396,Someone Down There Likes Me,5.5,110
tt14070824,Regicide,4.0,66
tt14077492,Familiar,6.2,36
tt1407972,Dream Home,6.6,6327
tt1409035,Remission,3.5,53
tt1409565,Aqualorius!,6.1,119
tt14099334,Bhediya,6.7,29024
tt1411232,13Hrs,4.3,3666
tt14129132,Undeaducated,3.5,52
tt14143622,Bound X Blood: The Orphan Killer 2,4.0,51
tt14201936,Deadly Dealings,3.6,130
tt1420541,Exhibitionisten Attacke,3.8,43
tt1420548,Horrorshow,6.5,14
tt1427304,The Trail of Death,3.3,40
tt14288764,Hospital,3.3,687
tt14317880,Final Cut,6.3,5633
tt1435507,Gong,7.5,28
tt1438176,Fright Night,6.4,119563
tt1438499,Onechanbara: The Movie - Vortex,4.1,383
tt14400214,The Bones,7.0,1459
tt14403632,Hoodman,3.5,4448
tt14411914,Three Beggars,4.4,9
tt1444334,The Sadness,2.5,55
tt14444416,Fresh Hell,3.7,340
tt1445073,Naan Vanangum Deivam,4.5,8
tt14471774,Mastemah,4.3,642
tt14475870,Hotel Poseidon,5.6,370
tt14489988,So Vam,4.6,212
tt14508380,Don't Let Her In,4.7,522
tt14520492,The Tall Man,7.0,6
tt1453409,Dinocroc vs. Supergator,3.2,2373
tt1453967,CJ7: The Cartoon,5.9,256
tt14540838,Spellbound,9.5,14
tt1454543,Seance,6.5,42
tt14546614,Summoning Bloody Mary,2.8,246
tt14571220,8 Found Dead,4.6,770
tt14619456,Faces of Death,6.4,1329
tt1462425,Contagio,2.8,87
tt1465851,Photographic,4.1,41
tt1467283,Banned from Broadcast: The Movie—Saiko! The Large Family,6.9,538
tt14706728,Sundown Town,8.8,8
tt14720184,Brackish,5.1,50
tt14757664,Ba,5.5,206
tt1477858,Fairview Falls,6.1,21
tt14792860,The Lake Parasite,6.5,22
tt1482216,Patient X,3.8,317
tt14827150,The Last Breath,4.7,3084
tt14844492,Laced,4.7,464
tt1484942,Christopher Roth,3.9,196
tt1489253,Phobos. Fear Kills,3.6,639
tt14923008,Shattered,5.0,7750
tt14941898,The Harrisville Haunting: The Real Conjuring House,3.8,324
tt1495819,Kids Go to the Woods... Kids Get Dead,5.8,111
tt14960098,Happy Hour Slasher,4.7,28
tt14961454,Spirit's Revenge,3.5,29
tt14962414,The Final Maniac,4.7,8
tt14999684,Shelby Oaks,5.4,12611
tt1500510,The Minstrel Killer,6.4,72
tt15006446,The Devil's Music,5.0,22
tt1500723,The Hell (Two Kinds of Life),5.6,66
tt15010692,The Damned,5.7,8829
tt1501658,The Whore,2.8,728
tt15048108,The Water Monster,5.2,168
tt15065724,Sībĭlum,6.0,5
tt15098740,The Land of Blue Lakes,4.0,141
tt15120672,Jason vs Pennywise,6.2,25
tt15145278,A Folk Horror Tale,6.1,18
tt15145508,Gerçek Cinler,3.2,65
tt15150190,Witch,4.7,1491
tt1517782,Rakthavira,6.6,39
tt15179736,El Duende Sátiro,3.4,44
tt15203644,Flesh Eater X,5.4,47
tt15204096,The Prank,5.5,488
tt15208668,Crazy Tsunami,4.2,271
tt1521081,They Didn't Make it,4.7,25
tt1523485,Kill Katie Malone,4.2,1354
tt15239014,Creeping Death,3.7,567
tt15244602,Dudecreeps,5.2,42
tt15255038,Brain Death,5.2,8
tt15258040,Janet: Sumpah Terlarang,7.9,10
tt1525890,The Caller,6.0,12795
tt15267776,Trivial,5.0,57
tt15289678,Wolfkin,5.5,692
tt1529570,Spectrauma,6.5,47
tt15303164,The Tenant,6.6,58
tt15313540,Até a Noite Terminar,4.9,8
tt1535098,Don't Look In The Cellar,2.3,386
tt1535608,Monsterwolf,3.6,1234
tt1536421,I Am Nancy,6.3,443
tt1538534,Tomboys,2.7,327
tt1540423,Hunting Grounds,6.0,30
tt15422296,Drip,6.3,26
tt15427078,10 Eyes,6.1,36
tt15461828,Things 666,6.4,18
tt15471642,The Rose Villa,4.8,1671
tt1548648,Ghost Ship Part 1,6.0,10
tt15488552,Woman Hunting: Massacre Woods,5.3,9
tt15502104,Avem,6.2,22
tt15520136,Night of the Caregiver,3.2,193
tt1552088,OTHERWORLDS #1 - KITTY-KITTY,6.4,33
tt1552636,The Disturbed,7.3,21
tt15532986,Unicorn,6.1,85
tt1554422,A Softer Touch,8.0,5
tt15558152,The Visitor,4.3,3412
tt1557197,Deep River: The Island,5.9,55
tt15617844,Dora,7.1,7
tt1562928,Wolf Town,3.0,975
tt1564038,Dolorosa,5.2,14
tt1567437,The Voices,6.3,66741
tt15710808,Amityville Scarecrow 2,2.7,227
tt15714516,"Blood, Guts and Sunshine: The History of Horror Made in Florida",6.8,55
tt1572194,The Hike,3.7,1906
tt15725158,Eyang Putri,5.8,29
tt15731074,A Kid's Flick,5.2,16
tt15751968,Smile,4.3,158
tt15767978,Buy 1 Get 1 Free,7.6,76
tt15813174,Jerry,8.1,15
tt1581640,Slaughter,4.4,26
tt1581839,Zombie Undead,2.4,510
tt15839650,Dr. Kim Hunter and the Apparition,3.6,73
tt1584733,SuicideGirls Must Die!,3.2,775
tt1584937,The Night Shift,5.4,87
tt15857356,Ravage Nation,3.7,13
tt1587307,Grindhouse,4.9,19
tt1592503,Alien vs. Ninja,4.4,2419
tt1595588,Almost Invisible,3.1,401
tt1599378,Yoga,4.7,690
tt1600426,Monitor,5.1,28
tt1601215,No Reason,4.3,921
tt1604561,Beast in the Basement,6.0,76
tt1612782,The Butterfly Room,5.4,2687
tt1616512,Meadowoods,3.5,558
tt1616537,High School Girl Zombie,3.8,25
tt16171656,Dead Talk Tales: Volume I,6.5,28
tt1617620,A Horrible Way to Die,5.2,4037
tt16253418,No Way Up,4.6,12340
tt1628845,Watch Over Me,5.0,150
tt16301664,Veined,9.8,7
tt16310892,Faceless After Dark,4.4,540
tt16317452,A House in Jerusalem,6.8,222
tt1634070,The Horror of The Dolls,4.5,78
tt1636750,DemiUrge Emesis,7.1,53
tt1637713,Roadkill,3.8,1300
tt1640644,Farm,3.0,213
tt16410284,Zombie Rage,5.5,45
tt1642669,Zombies from Outer Space,4.5,165
tt16432256,Night of Doom,4.8,24
tt16436848,Chhorii 2,4.6,1608
tt1647479,The Tapes,3.1,542
tt1649951,5 Minute Dating,6.2,263
tt1652372,Tides of the Heart,5.5,58
tt1653001,Dracula's Daughter vs. the Space Brains,7.4,80
tt16607812,The Screaming Sky,5.1,58
tt1662628,Astro-Zombies M3: Cloned,4.4,134
tt1663222,Dead Sea,2.3,1622
tt16711732,Mysterious murder,9.8,24
tt1672625,Plaster Rock,4.6,13
tt16731616,Hékate,4.9,11
tt1673423,My Babysitter's a Vampire,6.2,4772
tt16756254,Honeycomb,5.0,63
tt16764180,Zombie Island,4.8,11
tt1676989,Possessed,6.1,14
tt1678052,Mosquito-Man,4.8,472
tt1679151,Beautiful Enough,7.0,28
tt16793564,10/31/85,7.0,26
tt1680685,Blackwater Farm,4.6,36
tt1687901,The Awakening,6.5,71951
tt16898838,The Legend of Hawes,3.4,122
tt17013484,O,6.9,47
tt17065786,Amityville Apt.,2.0,51
tt1708427,Curse of the Deserted,4.3,156
tt17090998,Her Brother,6.0,22
tt1711018,Vile,4.8,7167
tt1712159,11-11-11,3.9,12791
tt1717173,My Monster,6.5,34
tt17201166,Unseen,5.8,2572
tt1720164,Mimesis,4.4,1230
tt17278774,Devil's Knight,4.6,1140
tt1731775,Winter of the Dead. Meteletsa,4.2,212
tt1736251,Death Hunter,2.2,231
tt1740762,House Swap,3.5,360
tt1743330,Dojoji Temple,6.8,366
tt1744802,You Are So Undead,7.1,98
tt17502548,Creepy,5.3,26
tt17525818,Video Shop Tales of Terror II: Lust and Revenge,4.2,210
tt1754000,Rabies,5.8,3121
tt1754622,The Devil Walks Among You,7.8,15
tt1756461,Crowbar,4.8,91
tt1762358,The Millennium Bug,4.3,778
tt17624610,I’ll Be Watching,3.9,784
tt1763203,Cliff Lake,7.5,22
tt1773743,The Killage,5.9,214
tt1775309,Avatar,5.2,131
tt1776088,Black Forest,4.0,1127
tt1778906,American Backwoods: Slew Hampshire,3.6,324
tt1780794,Chiller 13: The Decade's Scariest Movie Moments,6.9,68
tt1783358,Palmetto Haunting,6.9,13
tt1787076,Janin,6.7,20
tt1792799,ChromeSkull: Laid to Rest 2,5.0,4538
tt1796580,Orr Eravuu,8.1,55
tt1798632,Firestarter,4.6,25542
tt1799508,After,5.4,6631
tt1801063,Jacob,3.8,934
tt1806827,Brutal Relax,6.6,713
tt1807914,Love and Horror,4.9,22
tt1808221,Kaalo,4.6,774
tt1814731,I dincj de lune,6.8,12
tt1817276,A Resurrection,3.9,1815
tt18181882,Trauma Therapy: Psychosis,3.6,410
tt1825698,Bulong,6.2,128
tt18259846,SLR,4.6,285
tt1827538,The Becoming 2015,3.0,97
tt18298488,Yaar?,6.6,21
tt1830643,Death of Me,4.5,8013
tt18328824,The Salem Chronicles,5.5,12
tt18360890,The Sound,5.4,31
tt18389462,Strange Tales,3.4,12
tt18411838,Woman in the Maze,3.4,1636
tt1844114,Zombie Doomsday,5.4,30
tt1844635,The Bucks County Massacre,3.4,1640
tt18454132,Amityville in Space,2.7,240
tt18484356,The Mill Killers,4.1,127
tt1849824,Mr. Bricks: A Heavy Metal Murder Musical,3.2,193
tt1853699,The Fear (El Miedo),5.1,22
tt1855273,Nightmare,6.9,17
tt18553694,"In a House, At Night",4.8,12
tt1861307,Deadly Detour,2.8,206
tt1861343,Hayride,3.4,882
tt1861353,Isabelle aux Dombes,5.9,116
tt1865346,Detention of the Dead,4.5,2906
tt1865349,Doctor Spine,5.4,68
tt1866253,Midnight Guest,4.3,19
tt1867097,The Texas Chainsaw Manicure,6.3,21
tt1869809,VigasioSexploitation,5.0,40
tt1870421,Hate's Haunted Slay Ride,4.6,14
tt18749806,Amityville Gas Chamber,3.8,80
tt1877720,Naked Nazi,5.5,35
tt1883269,Morituris: Legions Of The Dead,4.2,619
tt1883400,The Purple House,6.2,67
tt1886763,The Frightening Night,3.4,24
tt1891844,Last Halloween,6.6,37
tt18928328,The Haunted Girl,6.2,9
tt18950916,House of Ka,5.5,32
tt18987096,The Deserving,6.9,95
tt1899100,19 Doors,2.5,199
tt1900967,Rotgut,4.7,32
tt19175696,Sister Death,5.8,10862
tt19179060,Scissors,6.3,141
tt1921139,The Zombie Factor,7.4,7
tt19256398,Akh,5.2,135
tt1933629,Nightmare Island 2: Hookface's Revenge,6.7,13
tt1934381,Sector 7,4.7,2959
tt19369162,The Puppetman,5.2,3408
tt19403516,Hallow Road,6.0,11084
tt1942145,Undying Love,6.4,78
tt1948552,Dead Friends,6.1,85
tt19498054,Ice Road Killer,4.6,374
tt1954330,Charm,5.7,432
tt1954597,The True Story of the Weeping Woman,1.5,8
tt1956469,Dead End,4.6,54
tt1959602,Vegetables,5.4,57
tt1965273,Winepires: The Ice Harvest,7.2,36
tt1967638,The Water's Edge,7.4,72
tt19705884,Good Boy,5.6,6179
tt1972636,Death Run,4.6,297
tt1974395,The Last Motel,5.6,16
tt1976990,Absence of Mind,3.2,7
tt1977895,Resolution,6.4,21665
tt19781196,Up on the Housetop,6.5,32
tt19818558,Rooftop,5.1,174
tt1984153,Excision,6.1,26686
tt19851100,All Girls,4.2,41
tt1985195,Serenity Farm,3.7,105
tt1986072,Missfostrad,5.8,20
tt19864700,Spirit Doll,3.7,487
tt1986953,Storage 24,4.5,7721
tt19878516,Liza: Warden from Hell,6.7,50
tt19879236,Kasthuri Mahal,5.1,28
tt19898336,The Newcomer,6.2,56
tt19899490,Mount. NABI,5.4,22
tt1990308,Ratstar,7.7,14
tt1996199,Boys Village,5.8,160
tt1997267,Akerbeltz: The Witches and the Inquisitor,6.5,13
tt2006830,Midnight Ballad for Ghost Theater,5.9,148
tt2010937,Bug Chaser,5.7,146
tt20141822,The Mummy Resurrection,3.4,303
tt2018069,Our House,5.3,9895
tt20200106,The Unraveling,5.2,85
tt20226738,Dracula: Rise of the Vampire,4.8,60
tt20240826,Frankenstein: Legacy,3.6,254
tt20251278,Hellswine 2,7.0,7
tt2040560,The Pact,5.7,26400
tt20426646,It Came from the Water,5.2,1046
tt2042692,The Unseen,4.2,284
tt2049542,Black Death,5.2,78
tt2053354,Echap,3.6,43
tt20674132,Birdeater,5.1,1368
tt2070604,April Apocalypse,4.9,1237
tt2077862,T is for Tantrum,6.3,26
tt2084984,Treasure Chest of Horrors,2.4,181
tt2087757,Faust,6.1,53
tt20879776,Slashr,6.3,74
tt2089749,My Name Is Kris Kringle,6.7,25
tt2093270,The Returned,5.9,9056
tt2093944,Amber Alert,4.4,3790
tt2094829,Goodleburg,5.4,51
tt2100575,Lost Place,4.3,644
tt2103222,Mühürlü Köşk,1.4,196
tt21044376,Sharkers,3.9,184
tt21051782,In The Shadow Of God,6.4,54
tt21052558,Sherlock Holmes: Mare of the Night,2.5,297
tt2106581,Om,4.6,16
tt21066986,The Owl Witch,2.0,19
tt21068514,Woken,5.4,692
tt2107648,Here Comes the Devil,5.6,4659
tt2108531,Hatchet County,8.2,26
tt21090504,Infested Hearts,5.5,15
tt21099718,Monsters Within,5.4,422
tt2110396,The Crimson Sunset,5.6,34
tt21110056,Tales From Deep Hell,3.0,33
tt2111254,A Way Out,5.0,13
tt2112308,Three Tears on Bloodstained Flesh,6.1,84
tt21154574,Year 10,5.4,3068
tt2118694,The Dark Sleep,4.1,143
tt21187572,Don't Trick-Or-Treat Alone!,7.4,17
tt2119392,Bloodrape,6.1,15
tt21199996,13 Exorcisms,4.4,1051
tt21206460,Doll Killer 3,4.3,65
tt21220892,Stranger,2.7,263
tt21222512,HeBGB TV,6.3,108
tt21293668,Mamu,6.7,12
tt2129860,60 Seconds of Solitude in Year Zero,5.1,227
tt2132443,Scream: Generations,5.9,160
tt2136682,1313: UFO Invasion,2.1,222
tt2136689,Tales of the Supernatural,2.9,210
tt2137184,One Hour to Die,4.2,70
tt21379060,Stalker,4.4,1028
tt2140499,The Caretaker,4.2,299
tt2140671,Wither,5.0,2631
tt21409958,Ouija Shark 2,3.1,155
tt2146222,Mac & Cheese,5.9,26
tt2147058,Pickman's Model,5.5,42
tt2150487,Strange Factories,6.4,112
tt2150812,Memory,5.5,43
tt2151354,Revenge,6.6,13
tt2160101,Birthday Boys,5.6,47
tt2162747,Hello Dracula 3: Magical Priest,5.2,16
tt21633208,Sisterhood of Secrets,4.3,88
tt2165685,Christmas Eve '45,5.3,67
tt2167162,Goretech: Welcome To Planet M*therfucker,7.7,87
tt2171847,Dead Mine,4.5,3504
tt2173896,Bacon,6.7,12
tt21745294,Watch Them Come Blood,3.7,76
tt2175535,Adam Chaplin,5.4,2410
tt2178927,Alpha Girls,3.2,419
tt21797366,Florence in Customer Care,7.5,13
tt21808698,Poor Herman,4.7,114
tt2181298,Don't Speak,3.4,2607
tt21842438,Hafir: Karanlık Mezar,5.1,10
tt2191605,Addict,6.7,19
tt2191888,Proxy,5.7,4583
tt21930394,Avemaria,7.7,11
tt2194796,Abnormal Activity 4,4.8,24
tt21962086,The Bridge Curse: Ritual,5.3,975
tt2196236,Perfidy,2.9,218
tt21967916,The Dead Thing,4.8,1249
tt2199998,Silly Scaries 2,1.9,25
tt22054982,Winged and Imprint Dark,9.2,5
tt2206006,Midnight Souls,5.6,48
tt2210795,Maiden Well,6.1,21
tt22167088,Delirio Profundo,7.8,14
tt22204640,Re-Flesh,5.5,18
tt22205036,Blood Flower,5.1,375
tt2220696,Killer Clown,3.8,65
tt2228212,Siyaah,5.7,155
tt2229383,Spectres,5.8,54
tt22306090,Rippy,4.2,1266
tt22335678,Mutant Python,4.5,70
tt2235515,Fear Lives Here,3.6,205
tt2235705,Roid Rage: The Christmas Special,4.7,14
tt2236182,Rise of the Zombies,3.6,3513
tt22400006,Possessed,4.6,263
tt2241069,Carl,2.9,342
tt2244890,Secrets of the Sisterhood,7.2,15
tt2245888,The Crone,4.0,300
tt2246533,2 Nights in Soul Valley,7.3,28
tt2247065,The Tentacle's Claw,6.6,27
tt22490582,Yuri,5.9,17
tt22493984,Versace Softboi,5.1,16
tt22495218,Pruitt & Igoe,5.4,9
tt2250986,As Human As Animal,4.9,45
tt2254243,Wicked Wife,5.0,12
tt2257216,Bad Building,3.0,347
tt2258751,The Complex,5.6,58
tt2265162,Death Rattle,8.0,8
tt2266819,The Yellow Rose,3.5,335
tt2268573,Stranded,3.6,4405
tt2268637,Vicki,6.2,31
tt22697898,Kryptic,3.9,1014
tt2271412,President Wolfman,5.0,115
tt22741916,All We Wanted,3.5,80
tt22742634,Gianna,6.9,25
tt22767628,Blackwater Lane,4.6,3114
tt2279341,The Narrative of Victor Karloch,7.3,81
tt22796380,Misfortune,2.1,30
tt2279780,El Edificio,5.0,30
tt2279922,Return to Nuke 'Em High Volume 1,5.3,2586
tt22802202,Sorpresa Desde El Infierno,7.3,25
tt22816158,It Will Find You,6.5,31
tt2284752,Immortal Kiss: Queen of the Night,3.9,66
tt2284754,"Little Gay Boy, Christ is Dead",4.7,232
tt2285629,Pacar Hantu Perawan,4.2,57
tt2287621,A Zombie Invasion,3.5,143
tt2287781,I Was a Teenage Werebear,5.5,213
tt2288081,The Devil's Nightmare,6.0,39
tt2290689,Take This Lollipop,7.5,277
tt22984360,My Cat Lucy,6.7,148
tt22987520,Project Poor Noriko,4.5,6
tt2301882,Torihada: The Movie,6.1,122
tt2302735,Missing 55 Final Break,5.5,36
tt2304823,Misfit Heights,7.7,21
tt2306814,Al Pereira vs. the Alligator Ladies,3.1,191
tt2310958,Summertime,3.1,265
tt23114968,The Blackwell Ghost 7,6.2,697
tt23129678,Miracle Baby,5.0,431
tt23135974,Jin Qorin,7.2,67
tt23136838,Night Kiss,5.0,11
tt23137540,Koora,6.7,13
tt23139962,Black Pines,9.0,6
tt23155832,Paura - La Vergine Nella Fontana,5.2,21
tt23170190,Residency,4.9,21
tt23181112,Motorboat,3.1,94
tt2325695,Fade Into You,4.9,70
tt2325719,Hellbound?,6.3,319
tt2328542,The Other Side,6.4,143
tt2332769,Root,5.3,20
tt23331612,Let It Ghost,4.9,91
tt2333366,Here Comes Santa,5.4,29
tt2334715,The Second Death,4.7,227
tt2334966,Uwharrie,4.7,62
tt2335732,La Petite Mort 2: Nasty Tapes,3.4,204
tt2337764,Slumber Party Slasherthon,2.0,82
tt2338708,MurderDrome,4.1,191
tt2339721,The OId Chair,6.0,60
tt2339741,The Woman in Black 2: Angel of Death,4.8,30470
tt2343805,Black Ghosts,5.0,119
tt2345759,The Mummy,5.4,221728
tt23492084,File VL-624,5.5,42
tt2351794,Mute,7.0,43
tt23554012,The Chapel,4.5,389
tt2355826,The Storm,6.5,33
tt2357866,Axeman at Cutter's Creek,3.2,347
tt2361323,Lot254,5.4,150
